CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
19647331930445,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Francis Polytechnic Continuati,12508 Wicks Street,12508 Wicks St.,San Valley,91352,CA,12508 Wicks Street,12508 Wicks St.,San Valley,91352,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930460,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Franklin Continuation,820 N. Avenue 53,820 N. Ave. 53,Los Angeles,90042,CA,820 N. Avenue 53,820 N. Ave. 53,Los Angeles,90042,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930478,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Fremont Continuation,7840 Towne Avenue,7840 Towne Ave.,Los Angeles,90003,CA,7840 Towne Avenue,7840 Towne Ave.,Los Angeles,90003,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930486,0622710,03190,Active,Los Angeles,Los Angeles Unified,Moneta Continuation,17951 South Budlong Avenue,17951 South Budlong Ave.,Gardena,90248-3442,CA,17951 South Budlong Avenue,17951 South Budlong Ave.,Gardena,90248-3442,CA,(310) 354-4951,No Data,(310) 354-4980,No Data,No Data,7/1/1973,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,N,N,N,No Data,33.867399,-118.29450,Marcos,Navas,marcos.navas@lausd.net,8/13/2020
19647331930494,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Monterey Continuation,5020 E. Eagle Street,5020 E. Eagle St.,Los Angeles,90022,CA,5020 E. Eagle Street,5020 E. Eagle St.,Los Angeles,90022,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930510,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Granada Hills Continuation,10500 Lindley Avenue,10500 Lindley Ave.,Granada Hills,91344,CA,10500 Lindley Avenue,10500 Lindley Ave.,Granada Hills,91344,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930536,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Grant Continuation,12924 Oxnard Street,12924 Oxnard St.,Van Nuys,90401,CA,12924 Oxnard Street,12924 Oxnard St.,Van Nuys,90401,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930544,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Hamilton Continuation,9110 Cattaraugus Avenue,9110 Cattaraugus Ave.,Los Angeles,90034,CA,9110 Cattaraugus Avenue,9110 Cattaraugus Ave.,Los Angeles,90034,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930551,0622710,03322,Active,Los Angeles,Los Angeles Unified,San Antonio Continuation,2911 Belgrave Avenue,2911 Belgrave Ave.,Huntington Park,90255-5268,CA,2911 Belgrave Avenue,2911 Belgrave Ave.,Huntington Park,90255-5268,CA,(323) 826-2420,No Data,(323) 823-2427,No Data,http://sanantoniohs-lausd-ca.schoolloop.com,7/1/1972,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,N,N,N,No Data,33.987203,-118.21718,Allan,Maciel,allan.maciel@lausd.net,8/13/2020
19647331930577,0622710,03292,Active,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation,2506 Alta Street,2506 Alta St.,Los Angeles,90031-2457,CA,2506 Alta Street,2506 Alta St.,Los Angeles,90031-2457,CA,(323) 223-3258,No Data,(323) 223-4537,No Data,http://www.lausd.k12.ca.us/Pueblo_HS,7/1/1972,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,N,N,N,No Data,34.075812,-118.20390,Michael,Olivo,molivo@lausd.net,8/13/2020
19647331930593,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Locke Continuation,441 E. 111Th,441 E. 111Th,Los Angeles,90061,CA,441 E. 111Th,441 E. 111Th,Los Angeles,90061,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930619,0622710,03070,Active,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity),611 South Carondelet Street,611 South Carondelet St.,Los Angeles,90057-3301,CA,611 South Carondelet Street,611 South Carondelet St.,Los Angeles,90057-3301,CA,(213) 381-2823,No Data,(213) 384-8947,No Data,http://www.mcalisterhs-lausd-ca.schoolloop.com,7/1/1985,No Data,N,No Data,No Data,54,Unified School District,13,Opportunity Schools,OPP,Opportunity School,HS,High School,6-12,9-12,C,N,N,No Data,34.061026,-118.27993,Nurnisa,Kurban,nurnisa.kurban@lausd.net,10/13/2021
19647331930627,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Monroe Continuation,15938 Tupper Street,15938 Tupper St.,Sepulveda,91343,CA,15938 Tupper Street,15938 Tupper St.,Sepulveda,91343,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930635,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Banning-Carson Community Adult,1527 Lakme Avenue,1527 Lakme Ave.,Wilmington,90744-1526,CA,1527 Lakme Avenue,1527 Lakme Ave.,Wilmington,90744-1526,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,4/26/2006,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,No Data,No Data,PS,Preschool,P,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,5/8/2006
19647331930643,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Narbonne Continuation,24401 President Avenue,24401 President Ave.,Harbor City,90710,CA,24401 President Avenue,24401 President Ave.,Harbor City,90710,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930650,0622710,02838,Active,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,1527 Lakme Avenue,1527 Lakme Ave.,Wilmington,90744-1526,CA,1527 Lakme Avenue,1527 Lakme Ave.,Wilmington,90744-1526,CA,(310) 847-3700,No Data,(310) 830-5515,No Data,http://www.banninghs.org,7/1/1911,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,N,No Data,33.794038,-118.26080,Rudy,Mendoza,rjm1902@lausd.net,8/13/2020
19647331930668,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,North Hollywood Continuation,5237 Colfax Avenue,5237 Colfax Ave.,North Hollywood,90601,CA,5237 Colfax Avenue,5237 Colfax Ave.,North Hollywood,90601,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930684,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Reseda Continuation,6510 Etiwanda Avenue,6510 Etiwanda Ave.,Reseda,91335,CA,6510 Etiwanda Avenue,6510 Etiwanda Ave.,Reseda,91335,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930692,0622710,03397,Active,Los Angeles,Los Angeles Unified,Thomas Riley High,1524 East 103rd Street,1524 East 103rd St.,Los Angeles,90002-3307,CA,1524 East 103rd Street,1524 East 103rd St.,Los Angeles,90002-3307,CA,(323) 563-6692,No Data,(323) 566-6379,No Data,No Data,7/1/1985,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,7-12,9-12,C,N,N,No Data,33.943214,-118.24771,Linda,Roussel,linda.roussel@lausd.net,8/13/2020
19647331930718,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,San Fernando Continuation,11015 O'Melveney Avenue,11015 O'Melveney Ave.,San Fernando,91340,CA,11015 O'Melveney Avenue,11015 O'Melveney Ave.,San Fernando,91340,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930734,0622710,02815,Active,Los Angeles,Los Angeles Unified,Angel's Gate (Continuation),3607 South Gaffey Street,3607 South Gaffey St.,San Pedro,90731-6969,CA,3607 South Gaffey Street,3607 South Gaffey St.,San Pedro,90731-6969,CA,(310) 221-4600,No Data,(310) 221-4629,No Data,http://angelsgate-lausd-ca.schoolloop.com,7/1/1972,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,C,N,N,No Data,33.707853,-118.29285,Paul,Valanis,paul.valanis@lausd.net,8/13/2020
19647331930767,0622710,No Data,Merged,Los Angeles,Los Angeles Unified,South Gate Continuation,8691 Elizabeth Avenue,8691 Elizabeth Ave.,South Gate,90280,CA,8691 Elizabeth Avenue,8691 Elizabeth Ave.,South Gate,90280,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930783,0622710,03279,Active,Los Angeles,Los Angeles Unified,Phoenix Continuation,12971 Zanja Street,12971 Zanja St.,Los Angeles,90066-4175,CA,12971 Zanja Street,12971 Zanja St.,Los Angeles,90066-4175,CA,(310) 306-8775,No Data,(310) 827-3876,No Data,http://phoenixhs-lausd-ca.schoolloop.com,7/1/1973,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,C,N,N,No Data,33.996807,-118.44118,Florida,Herrera,fmorales@lausd.net,8/13/2020
19647331930791,0622710,03201,Active,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation,7705 Summitrose Street,7705 Summitrose St.,Tujunga,91042-1727,CA,7705 Summitrose Street,7705 Summitrose St.,Tujunga,91042-1727,CA,(818) 352-4039,No Data,(818) 352-2499,No Data,http://www.mtlukens-lausd-ca.schoolloop.com,7/1/1973,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,C,N,N,No Data,34.259674,-118.30035,Debra,Schneider-Jelin,dschneid@lausd.net,8/13/2020
19647331930817,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Washington Continuation,1645 W. 110Th Street,1645 W. 110Th St.,Los Angeles,90047,CA,1645 W. 110Th Street,1645 W. 110Th St.,Los Angeles,90047,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930833,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Bilingual Community Adult,3031 Whittier Boulevard,3031 Whittier Blvd.,Los Angeles,90023,CA,3031 Whittier Boulevard,3031 Whittier Blvd.,Los Angeles,90023,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930841,0622710,13614,Active,Los Angeles,Los Angeles Unified,North Valley Occupational Center,11450 Sharp Avenue,11450 Sharp Ave.,Mission Hills,91345-1232,CA,11450 Sharp Avenue,11450 Sharp Ave.,Mission Hills,91345-1232,CA,(818) 256-1400,No Data,(818) 365-2695,No Data,No Data,7/1/1980,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,N,No Data,N,No Data,34.277994,-118.45656,Ellen,Baker,ebaker2@lausd.net,4/18/2018
19647331930858,0622710,13315,Active,Los Angeles,Los Angeles Unified,East Los Angeles Occupational,2100 Marengo Street,2100 Marengo St.,Los Angeles,90033-1321,CA,2100 Marengo Street,2100 Marengo St.,Los Angeles,90033-1321,CA,(323) 276-7000,No Data,(323) 223-6365,No Data,No Data,7/1/1980,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,N,No Data,N,No Data,34.055868,-118.20590,Vladimir,Tigno,vtigno@lausd.net,2/22/2019
19647331930866,0622710,02844,Active,Los Angeles,Los Angeles Unified,Bell Senior High,4328 Bell Avenue,4328 Bell Ave.,Bell,90201-2528,CA,4328 Bell Avenue,4328 Bell Ave.,Bell,90201-2528,CA,(323) 832-4700,No Data,(323) 560-7874,No Data,http://www.bellhs.org,7/1/1926,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,N,No Data,33.974658,-118.19031,Felipe,Barragan,fbarraga@lausd.net,10/15/2021
19647331930908,0622710,13209,Closed,Los Angeles,Los Angeles Unified,Belmont Community Adult,1575 West Second Street,1575 West Second St.,Los Angeles,90026-5701,CA,1575 West Second Street,1575 West Second St.,Los Angeles,90026-5701,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/2016,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,N,No Data,N,No Data,34.061133,-118.26488,No Data,No Data,No Data,8/16/2016
19647331930924,0622710,07751,Active,Los Angeles,Los Angeles Unified,Belmont Senior High,1575 West 2nd Street,1575 West 2nd St.,Los Angeles,90026-5701,CA,1575 West 2nd Street,1575 West 2nd St.,Los Angeles,90026-5701,CA,(213) 241-4300,No Data,(213) 250-9706,No Data,http://www.Belmonthighschool.org,7/1/1923,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,34.061222,-118.26301,Elsa,Mendoza,elsa.mendoza@lausd.net,8/13/2020
19647331930932,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Evans Central,211 W. 17Th Street,211 W. 17Th St.,Los Angeles,90015,CA,211 W. 17Th Street,211 W. 17Th St.,Los Angeles,90015,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,66,High Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331930940,0622710,02806,Active,Los Angeles,Los Angeles Unified,John R. Wooden High,18741 Elkwood Street,18741 Elkwood St.,Reseda,91335-1802,CA,18741 Elkwood Street,18741 Elkwood St.,Reseda,91335-1802,CA,(818) 345-0203,No Data,(818) 996-9008,No Data,http://www.jrwhs.com,7/1/1973,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,C,N,N,No Data,34.212967,-118.54164,Laura,Novak,laura.novak@lausd.net,8/13/2020
19647331930957,0622710,13382,Closed,Los Angeles,Los Angeles Unified,El Camino Real Community Adult,21213 Vanowen Street,21213 Vanowen St.,Canoga Park,91303,CA,21213 Vanowen Street,21213 Vanowen St.,Canoga Park,91303,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/2016,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,N,No Data,N,No Data,34.194408,-118.59464,No Data,No Data,No Data,8/16/2016
19647331930973,0622710,03313,Active,Los Angeles,Los Angeles Unified,Simon Rodia Continuation,2701 Sequoia Drive,2701 Sequoia Dr.,South Gate,90280-5555,CA,2701 Sequoia Drive,2701 Sequoia Dr.,South Gate,90280-5555,CA,(323) 569-7140,No Data,(323) 569-7139,No Data,http://simonrodiachs-lausd-ca.schoolloop.com,7/1/1973,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,C,N,N,No Data,33.942247,-118.22316,Noel,Jimenez,njimenez@lausd.net,8/20/2021
19647331930999,0622710,03101,Closed,Los Angeles,Los Angeles Unified,Indian Springs Continuation,1441 South Barrington Avenue,1441 South Barrington Ave.,Los Angeles,90025-2378,CA,1441 South Barrington Avenue,1441 South Barrington Ave.,Los Angeles,90025-2378,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,7/1/2009,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,9/15/2009
19647331931005,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Van Nuys Cont High,Box 3307 Terminal Annex,Box 3307 Terminal Annex,Los Angeles,90051,CA,Box 3307 Terminal Annex,Box 3307 Terminal Annex,Los Angeles,90051,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331931013,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Westchester Cont High,7400 W. Manchester Avenue,7400 W. Manchester Ave.,Los Angeles,90045,CA,7400 W. Manchester Avenue,7400 W. Manchester Ave.,Los Angeles,90045,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/1989,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331931047,0622710,02857,Active,Los Angeles,Los Angeles Unified,Birmingham Community Charter High,17000 Haynes Street,17000 Haynes St.,Lake Balboa,91406-5420,CA,17000 Haynes Street,17000 Haynes St.,Lake Balboa,91406-5420,CA,(818) 758-5200,No Data,(818) 342-5877,No Data,http://birminghamcharter.com,9/1/1952,No Data,Y,1119,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,0601596,34.188953,-118.50490,Ari,Bennett,a.bennett@birminghamcharter.com,8/13/2020
19647331931054,0622710,02822,Active,Los Angeles,Los Angeles Unified,Westside Global Awareness Magnet,104 Anchorage Street,104 Anchorage St.,Marina Del Rey,90292-5102,CA,104 Anchorage Street,104 Anchorage St.,Marina Del Rey,90292-5102,CA,(310) 821-2039,No Data,(310) 306-9730,No Data,http://www.westsideglobalawareness.org,7/1/1926,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEM,Elementary,K-8,K-8,N,Y,N,No Data,33.979192,-118.46512,Cyril,Baird,csb8487@lausd.net,8/13/2020
19647331931070,0622710,02823,Active,Los Angeles,Los Angeles Unified,Mid-City's Prescott School of Enriched Sciences,3150 West Adams Boulevard,3150 West Adams Blvd.,Los Angeles,90018-1828,CA,3150 West Adams Boulevard,3150 West Adams Blvd.,Los Angeles,90018-1828,CA,(323) 731-9346,No Data,(323) 730-1976,No Data,http://www.midcity-ses-lausd-ca.schoolloop.com/,7/1/1973,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEM,Elementary,1-5,1-5,N,Y,N,No Data,34.032578,-118.31877,Phyllis,Bradford,phyllis.bradford@lausd.net,8/20/2021
19647331931278,0622710,13497,Active,Los Angeles,Los Angeles Unified,Abram Friedman Occupational,1646 South Olive Street,1646 South Olive St.,Los Angeles,90015-3507,CA,1646 South Olive Street,1646 South Olive St.,Los Angeles,90015-3507,CA,(213) 765-2400,No Data,(213) 748-7406,No Data,No Data,7/1/1980,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,N,No Data,N,No Data,34.034589,-118.26528,Martha,Peralta,martha.peralta@lausd.net,5/5/2017
19647331931294,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Calif High School,211 W 17th Street,211 W 17th St.,Los Angeles,90015,CA,211 W 17th Street,211 W 17th St.,Los Angeles,90015,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,8/2/1984,N,No Data,No Data,54,Unified School District,66,High Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,6/24/1999
19647331931310,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Mdta General Office,P O Box 3307 Term Annex,P O Box 3307 Term Annex,Los Angeles,90051-1307,CA,P O Box 3307 Term Annex,P O Box 3307 Term Annex,Los Angeles,90051-1307,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,2/17/2006,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,No Data,No Data,PS,Preschool,P,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,4/14/2006
19647331931336,0622710,02918,Active,Los Angeles,Los Angeles Unified,Cheviot Hills Continuation,9200 Cattaraugus Avenue,9200 Cattaraugus Ave.,Los Angeles,90034-1906,CA,9200 Cattaraugus Avenue,9200 Cattaraugus Ave.,Los Angeles,90034-1906,CA,(310) 838-8462,No Data,(310) 839-4051,No Data,http://www.cheviothillshs-lausd-ca.schoolloop.com,7/1/1973,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,C,N,N,No Data,34.035630,-118.39239,Eddie,Rambo,erambo@lausd.net,10/15/2021
19647331931344,0622710,No Data,Closed,Los Angeles,Los Angeles Unified,Crenshaw-Washington Community Adult,5010 11th Avenue,5010 11th Ave.,Los Angeles,90043-4816,CA,5010 11th Avenue,5010 11th Ave.,Los Angeles,90043-4816,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,4/26/2006,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,No Data,No Data,A,Adult,Adult,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,5/8/2006
19647331931351,0622710,02953,Closed,Los Angeles,Los Angeles Unified,Del Rey Continuation,8701 Park Hill Drive,8701 Park Hill Dr.,Los Angeles,90045-3437,CA,8701 Park Hill Drive,8701 Park Hill Dr.,Los Angeles,90045-3437,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,7/1/2009,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,No Data,9/15/2009
19647331931377,0622710,02972,Active,Los Angeles,Los Angeles Unified,Amelia Earhart Continuation,5355 Colfax Avenue,5355 Colfax Ave.,North Hollywood,91601-3045,CA,5355 Colfax Avenue,5355 Colfax Ave.,North Hollywood,91601-3045,CA,(818) 769-4877,No Data,(818) 980-1794,No Data,http://www.earharths-lausd-ca.schoolloop.com,7/1/1973,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,N,N,N,No Data,34.167840,-118.38782,Judith,Bakenhus,judith.bakenhus@lausd.net,8/13/2020
19647331931385,0622710,02976,Active,Los Angeles,Los Angeles Unified,Albert Einstein Continuation,15938 Tupper Street,15938 Tupper St.,North Hills,91343-3149,CA,15938 Tupper Street,15938 Tupper St.,North Hills,91343-3149,CA,(818) 892-4367,No Data,(818) 893-3423,No Data,No Data,7/1/1973,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,N,N,N,No Data,34.239189,-118.47934,Flor,Ayala,fja8210@lausd.net,8/13/2020
19647331931393,0622710,03082,Active,Los Angeles,Los Angeles Unified,Highland Park Continuation,928 North Avenue 53,928 North Ave. 53,Los Angeles,90042-2418,CA,928 North Avenue 53,928 North Ave. 53,Los Angeles,90042-2418,CA,(323) 254-3421,No Data,(323) 340-8132,No Data,http://www.highlandparkhs-lausd-ca.schoolloop.com/,7/1/1972,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,C,N,N,No Data,34.117293,-118.20125,Irene,Narvaez,irene.narvaez@lausd.net,8/13/2020
19647331931401,0622710,13265,Closed,Los Angeles,Los Angeles Unified,Kennedy-San Fernando Community,11254 Gothic Avenue,11254 Gothic Ave.,Granada Hills,91344-3709,CA,11254 Gothic Avenue,11254 Gothic Ave.,Granada Hills,91344-3709,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/2016,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,N,No Data,N,No Data,34.275211,-118.48806,No Data,No Data,No Data,7/21/2016
19647331931419,0622710,03133,Closed,Los Angeles,Los Angeles Unified,Miguel Leonis Continuation,5445 Manton Avenue,5445 Manton Ave.,Woodland Hills,91367-5930,CA,5445 Manton Avenue,5445 Manton Ave.,Woodland Hills,91367-5930,CA,No Data,No Data,No Data,No Data,No Data,7/1/1980,6/30/2013,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,No Data,No Data,N,No Data,34.169380,-118.64078,No Data,No Data,No Data,8/9/2013
